,period,gameClock,team.name,x_passer,y_passer,x_recipient,y_recipient,player.jersey_nb,pass.recipient.jersey_nb,coord_all_team,coord_all_adversary,completed,distance_sideline,distance_goal,distance_opponent,speed_passer,opponents_closer_to_goal,distance_receiver_sideline,distance_receiver_goal,distance_receiver_opponent,opponents_closer_to_goal_receiver,speed_receiver,bypassed_opponents,angle,opponents_in_path,nearest_defender_pass_line,distance_pass
215,1,1265.359,Aston Villa,-41.68187759056992,-27.085199728517285,39.974070532775464,23.425354637440023,8,20,"{2: [-4.0304246563949055, 8.926737545864727, 0.85], 14: [-13.320895050796722, -24.786066273866187, 1.04], 8: [-41.71603373172581, -27.026548364878227, 1.5], 20: [-39.91714363084898, -23.319782182889718, 2.5700000000000003], 12: [-33.712111320862476, -22.803650182866004, 0.96], 15: [-0.8880596700531149, -11.014726091415215, 0.55], 33: [-32.30032415308573, -29.994307365014595, 3.69], 19: [-33.450247572000656, 4.68037881839688, 1.55], 88: [-37.344047663772, -14.698031727948097, 1.37], 21: [29.476749817532237, -5.653991454805254, 0.15], 10: [-25.73095967076974, -11.202410455060203, 1.35]}","{14: [41.69326297095521, 25.173165273883974, 0.07], 25: [36.06888506061882, 19.964924182735565, 2.74], 9: [28.953022319808603, 29.114536910428715, 3.05], 7: [34.782337077080335, 10.076304273190276, 1.43], 10: [37.150496197221976, 26.111587092108913, 2.92], 15: [41.226462375158064, -1.9354950000889355, 1.27], 1: [58.2362206707908, 1.7595409091717595, 0.41000000000000003], 21: [17.806734922603482, 21.783116455546384, 0.66], 33: [42.319458892146514, 15.917980091640517, 1.6400000000000001], 5: [43.76540220107915, 6.944321454864545, 0.38], 11: [8.072234693175108, -26.42830445575983, 1.4100000000000001]}",1,7.014604196043262,98.1905728149377,49.75844853432309,1.5,11,10.674449287120524,26.65849171963404,2.4516249020519085,6,2.5700000000000003,6,31.740013925375028,2,0.5820067523271224,96.01567562788277
214,1,1263.263,Aston Villa,-33.05175925851529,-19.753779273634954,43.503538452217335,26.78021263759418,12,8,"{2: [-3.76856090753309, 8.668671545852868, 0.51], 14: [-12.444220761128904, -23.073446455605676, 0.66], 8: [-43.44661155029085, -26.76848236486637, 1.31], 20: [-45.23411627078237, -26.04120545574204, 2.26], 12: [-33.16561306236825, -19.812430637274012, 2.67], 15: [-1.7305778185650444, -11.765463545995164, 0.62], 33: [-31.753825894591504, -30.04122845592584, 3.42], 19: [-31.787982035747394, 3.9061808183613063, 0.22], 88: [-37.40097456569849, -15.542611364350542, 2.04], 21: [29.06687612366157, -5.653991454805254, 0.35000000000000003], 10: [-29.943550413329387, -7.718519454900118, 2.74]}","{14: [43.617392256070296, 21.161412000972362, 2.68], 25: [34.05367273242137, 18.94439045541594, 2.86], 9: [28.0308065085996, 28.094003183109095, 2.67], 7: [34.19029729704492, 8.891546727681291, 1.21], 10: [35.04420082594215, 27.26115381943446, 1.8900000000000001], 15: [41.80711677480817, -2.615850818302016, 2.76], 1: [58.06543996501136, 1.4545538182486546, 0.59], 21: [16.019230202111956, 21.64235318281264, 1.12], 33: [47.852753759400535, 18.052889728102254, 3.71], 5: [44.630691110361674, 7.214117727604214, 1.26], 11: [6.409969156921842, -29.255300183162458, 1.57]}",1,14.346024650925592,87.99677387035844,40.58949259510282,2.67,11,7.319591286966368,28.31500084222084,5.619954028526704,7,1.31,7,31.29324643617828,3,1.7874331957622662,89.58864889467438
213,1,1260.993,Aston Villa,-47.48842158707105,-27.132120819428533,40.224548901251985,19.237647273611238,8,88,"{2: [-2.948813519791753, 7.202387454876402, 1.19], 14: [-12.159586251496496, -25.935633001191736, 1.2], 8: [-47.39733854398868, -27.07346945578947, 2.41], 20: [-50.7446403772658, -28.68051681949968, 2.74], 12: [-27.62093281472893, -22.193676001019796, 3.07], 15: [-1.5142555912444138, -12.832918364226032, 0.35000000000000003], 33: [-29.82969660947642, -33.43127727426343, 2.68], 19: [-28.099118790911376, 2.392975636473593, 3.27], 88: [-40.1790073797108, -19.143805091788742, 2.3], 21: [28.6570024297909, -6.721446273036122, 0.67], 10: [-28.201587214379042, -10.463403273208064, 3.38]}","{14: [48.09184674749176, 27.835937183097236, 4.77], 25: [44.88116947883819, 19.94146363727994, 3.41], 9: [27.643703575499526, 31.777308819641977, 2.99], 7: [28.56591938670853, 3.7654175456275656, 3.99], 10: [38.56228336499871, 33.067638819701266, 3.2800000000000002], 15: [45.39351159617652, -8.305033091290705, 3.02], 1: [58.49808441965262, 3.601193727438201, 0.86], 21: [13.992632493529205, 24.586651637493386, 1.51], 33: [54.03501530861645, 28.55148381949375, 4.86], 5: [47.431494685144564, 8.96192836404816, 0.22], 11: [4.01903927600961, -31.613085001452614, 1.3900000000000001]}",0,5.210739942469964,103.79645365284944,51.702007355250416,2.41,11,12.47461262828903,22.92821477677122,4.709508751172153,4,2.3,5,27.863325653418123,0,1.5541175728724377,99.21552592657923
210,1,1194.974,Aston Villa,13.468904995805575,29.794892728641795,2.7438766728564192,-24.176092092019974,15,10,"{2: [-4.11012231909198, 39.859466729104255, 2.76], 14: [20.630309258156977, -13.970754818823771, 3.58], 8: [-6.159490788445322, 13.302129273338503, 1.53], 20: [-3.7230193859919045, -16.328539637113927, 1.4], 12: [25.526022823834406, 14.181899727924382, 3.6], 15: [13.468904995805575, 29.794892728641795, 3.8200000000000003], 33: [4.178434601403758, -28.539753546765937, 3.31], 19: [9.78004175096956, 14.979558273415579, 1.8900000000000001], 88: [-4.884328185292132, -1.5014749091599016, 3.38], 21: [41.86404367673466, 5.935518000272735, 1.12], 10: [-2.7438766728564192, 24.176092092019974, 3.71]}","{14: [6.956467415416067, 12.598312909669799, 2.91], 25: [-4.269517644486129, -14.791873909770592, 4.08], 9: [-3.3928433548183103, 7.765440545811366, 3.55], 7: [-4.6452351972009085, -26.0998568193811, 4.47], 10: [-8.709815994751704, -1.348981363698349, 3.2800000000000002], 15: [7.958380889322145, -31.70692718327511, 2.25], 1: [37.26435000107493, -4.715569636580315, 1.67], 21: [-14.755452979344064, -14.287472182474687, 3.5], 33: [10.17853006445493, -5.712642818444313, 2.43], 5: [10.611174519096194, -18.486909819031286, 3.52], 11: [-1.8672023831886007, -31.554433637813553, 4.14]}",0,4.304911195918752,49.26204076582662,18.388425726764773,3.8200000000000003,4,9.923711832540572,55.49787305793198,7.635433514507274,5,3.71,0,-101.23930965914792,2,3.0358005401065253,55.02629766793478
208,1,1190.998,Aston Villa,32.152314208076874,9.29037600042689,-31.287025298794354,-23.847644455641245,12,15,"{2: [9.336011915943, 38.768551365417764, 2.75], 14: [26.562092438896368, -22.088103546469487, 0.7000000000000001], 8: [-4.918484326448021, 6.275695909379276, 0.51], 20: [-1.5256409716297101, -21.208333091883606, 0.52], 12: [32.14092882769158, 9.395948454977196, 2.21], 15: [31.218713016482578, 23.894565546552496, 1.8399999999999999], 33: [5.590221769180505, -32.9972571833344, 0.64], 19: [12.07988858879942, 19.74204900090714, 0.75], 88: [2.4250860220681214, -8.152539545829153, 0.88], 21: [44.99502328269116, 1.7008895455327009, 0.75], 10: [1.127152658144338, 17.208310091699808, 1.05]}","{14: [3.3017603117359395, 18.04115945537444, 1.0], 25: [-7.582663336607365, -1.4193630000652193, 0.8200000000000001], 9: [-8.322713061651628, 16.72736890985953, 0.33], 7: [-10.588403758325601, -17.055816546238255, 1.2], 10: [-15.985074060956066, 5.829945545722429, 0.8200000000000001], 15: [1.5370263520150065, -22.486932819215088, 1.74], 1: [32.664656325415216, -1.9472252728167474, 0.62], 21: [-23.41972745255458, -9.466330091344066, 0.54], 33: [2.197378414362195, 1.0322640000474324, 0.41000000000000003], 5: [5.04372351068628, -10.944344455048345, 0.6900000000000001], 11: [-10.645330660252082, -25.36084963752896, 1.08]}",1,20.546847321464142,22.549590264145955,11.249274502011486,2.21,1,10.252159468919302,87.30629830686176,16.392576925126487,11,1.8399999999999999,0,-152.41934235154912,1,3.5633921868446885,71.5728873024895
207,1,1188.788,Aston Villa,33.518559854312436,21.067569819149867,-32.78989550965347,-3.8123386365388123,15,12,"{2: [13.628300321199724, 39.836006183648635, 0.92], 14: [26.93780999161115, -20.903346000960504, 1.3900000000000001], 8: [-5.499138726098134, 5.102668636598103, 1.3], 20: [-0.7855912465854478, -21.571971546445774, 1.03], 12: [32.83543703119466, 3.9296413638169296, 2.86], 15: [33.495789093541845, 21.1027606373333, 0.92], 33: [8.436566865504592, -32.07056563783727, 1.46], 19: [10.542862236784414, 19.824160910001822, 2.89], 88: [1.719192438179748, -11.155489364148956, 1.63], 21: [42.52439573908185, 3.1906341819647905, 2.26], 10: [2.24291993590338, 16.9033230007767, 3.69]}","{14: [4.053195417165498, 17.994238364463193, 1.3599999999999999], 25: [-8.459337626275184, -2.920837909225121, 1.75], 9: [-8.402410724348702, 18.228843819019428, 1.83], 7: [-9.31324115517241, -13.14963572787695, 3.61], 10: [-18.546784647647744, 5.876866636633677, 2.26], 15: [-0.5578836388795209, -26.463495273943263, 0.75], 1: [32.414177956938694, -2.1466399091895467, 0.63], 21: [-26.220531027337483, -11.648160818717049, 1.42], 33: [4.565537534503834, -1.7947317273551948, 1.45], 5: [5.055108891071577, -11.941417636912341, 0.97], 11: [-10.03052011944608, -25.724488092091125, 0.96]}",1,13.03223410541068,28.49101575424323,23.24046455401817,0.92,1,19.909266019887546,85.57401941787177,10.225295055509708,11,2.86,0,-159.43316978825322,1,4.068044708056841,70.8224618148685
218,1,1320.102,Aston Villa,39.46172841543712,-25.302198273889903,-53.03310183471037,9.29037600042689,14,21,"{2: [29.2718129705969, 7.906203818545106, 4.25], 14: [39.72359216429894, -25.173165273883974, 6.21], 8: [-14.220340101235134, -0.7741980000355743, 1.63], 20: [8.857825939760556, -29.02069472860622, 1.18], 12: [20.81247534432172, -20.152608546380552, 5.17], 15: [34.20168267743022, -6.744906818491745, 4.58], 33: [14.869306783197025, -33.91221845610371, 3.93], 19: [11.419536526452232, 15.92971036436833, 1.35], 88: [5.920397800354099, -16.586605637125786, 3.89], 21: [53.158341018948626, -9.29037600042689, 2.7], 10: [12.649157608064238, -6.005899636639606, 2.83]}","{14: [-2.0379830889680455, 21.618892637357018, 2.27], 25: [-2.083524610509231, 10.78012063685898, 3.85], 9: [-10.690872181793267, 32.22305918329882, 4.23], 7: [-13.833237168135058, -6.932591182136733, 3.92], 10: [-38.767220211934045, 25.548534001173948, 6.54], 15: [5.271431118392207, -20.856424910049256, 2.62], 1: [39.5414260781342, 5.3020832729709015, 1.12], 21: [-33.3136230073771, 7.120275545781721, 7.19], 33: [12.740240651146609, 18.59248227358159, 4.06], 5: [9.233543492475334, -3.178903909236979, 3.48], 11: [-24.63796315378129, -22.604235546493204, 4.03]}",1,8.797605650670643,28.555750260527414,30.60438531839782,6.21,1,-0.3339403051693566,106.13963728201037,19.838527697510624,11,2.7,0,159.49447070432456,2,1.4634285556779068,98.75191045203998
178,1,1039.945,Aston Villa,46.20187360353256,-17.36080363716136,-24.865670761487216,38.252419365394054,14,33,"{2: [28.292670257461417, 35.43715391071924, 0.9500000000000001], 14: [46.06524903890901, -17.513297182622914, 4.41], 8: [-0.8311327681266331, 0.09384218182249385, 1.63], 20: [4.337829926797907, -32.23478945602663, 1.3], 12: [34.463546426292034, -2.5454691819351454, 3.37], 15: [42.285302750990624, 22.592505273765394, 1.45], 33: [25.047836847651958, -38.21722854721062, 4.06], 19: [14.60744303433521, 26.72156127395512, 2.8200000000000003], 88: [9.392938817869483, -11.483937000527684, 4.24], 21: [58.28176219233198, -1.0322640000474324, 1.3900000000000001], 10: [18.23937937724474, 0.2580660000118581, 2.92]}","{14: [-3.3131456921212363, 25.231816637523032, 1.97], 25: [-14.550516132408728, 7.343150727610143, 4.61], 9: [-25.173076031890215, 26.217159546659218, 0.9400000000000001], 7: [-21.506983547824795, -4.938444818408739, 2.96], 10: [-44.402983502655744, 15.964901182551765, 4.7], 15: [-5.977324702280581, -17.818284273546016, 1.7000000000000002], 1: [31.85629431805917, 1.0088034545918088, 0.73], 21: [-37.10495467568079, 0.21114490910061115, 2.81], 33: [0.8083620073560404, 5.454576818432455, 1.5], 5: [0.011385380385296344, -3.788878091083189, 1.52], 11: [-24.14839179721355, -23.143828091972544, 1.11]}",1,6.497287926008454,18.536781093855815,23.3074689690063,4.41,0,-4.152615440833507,86.4843962552859,12.03918505982547,9,4.06,0,141.95538507944315,1,3.0281503566002703,90.24093547169164
320,1,1794.297,Aston Villa,-3.529467919441867,29.442984546807445,-1.3093187443090795,-22.46347227375946,12,10,"{2: [-1.423172548162043, 33.267053456074066, 0.62], 14: [10.40623767216086, 17.008895455327007, 0.19], 8: [-25.013680706496068, 28.657056274044056, 1.94], 20: [-9.392938817869483, 4.164246818373164, 1.25], 12: [-3.529467919441867, 29.442984546807445, 2.34], 15: [1.6964216774091552, 31.413670365079813, 1.54], 33: [10.121603162528451, 1.8181922728108182, 1.63], 19: [-7.764829422772107, 31.13214381961233, 1.71], 88: [-11.14628739720512, 19.6012857281734, 1.43], 21: [36.71785174258071, 6.217044545740217, 0.07], 10: [1.3093187443090795, 22.46347227375946, 1.26]}","{14: [15.950917919800178, -2.1935610001007935, 1.21], 25: [12.091273969184718, -25.536803728446138, 1.05], 9: [-7.742058662001514, 13.419432000616618, 0.35000000000000003], 7: [4.622464436430315, -29.067615819517467, 2.46], 10: [-4.519996012962649, 1.431093272793031, 2.55], 15: [11.55616109107579, -33.12629018334032, 2.48], 1: [51.60992928654833, -3.331397454698531, 0.8], 21: [2.0038269478121564, -32.46939491058287, 0.97], 33: [27.006122273922927, -4.082134909278482, 1.52], 5: [24.990909945725473, -23.894565546552496, 2.05], 11: [-1.8102754812621187, -29.243569910434644, 2.46]}",1,4.656819377753102,63.47084455665111,16.568046262756443,2.34,11,11.636331650801086,58.49379050877807,6.798579382131758,8,1.26,1,-87.55083089015815,2,0.7902333658687358,51.9539153676142
322,1,1805.988,Aston Villa,-36.569841797571854,28.18784536493159,42.08036590405529,-0.9618823636805619,8,20,"{2: [-24.717660816478364, 36.434227092583235, 1.21], 14: [-8.16331773625748, 7.636407545805437, 1.42], 8: [-36.55845641718656, 28.176115092203776, 0.41000000000000003], 20: [-42.285302750990624, 0.9970731818639971, 4.54], 12: [-21.60945197129246, 18.52210063721472, 0.88], 15: [-7.685131760075032, 23.753802273818753, 1.51], 33: [-20.937714528559976, -1.6539684546214541, 2.5700000000000003], 19: [-41.579409167102256, 36.57499036531698, 1.46], 88: [-44.539608067279296, 9.595363091349995, 3.93], 21: [31.252869157638465, 3.2140947274204144, 0.0], 10: [-31.526118286885577, 25.126244182972727, 2.08]}","{14: [42.513010358696555, -0.023460545455623462, 2.74], 25: [38.35734651806338, -25.794869728457993, 0.11], 9: [26.52793629774048, -5.607070363894008, 2.33], 7: [31.139015353785503, -20.55143781912615, 1.21], 10: [36.706466362195414, -8.480987182207882, 1.9500000000000002], 15: [40.224548901251985, -27.51921981944632, 1.88], 1: [57.49617094574654, -1.6891592728048892, 1.47], 21: [13.161499725402575, -22.533853910126336, 0.72], 33: [42.59270802139362, -7.413532363977014, 1.87], 5: [43.01396709564959, -17.548488000806348, 3.48], 11: [34.85064935939211, -31.085222728701083, 3.32]}",1,5.911958559628957,93.61361856767093,71.03447829768396,0.41000000000000003,11,10.618795625485724,10.662271719356736,1.0333521824878658,2,4.54,7,-20.33596158977484,0,1.030285359823275,83.87825581258417
415,1,2464.398,Aston Villa,29.613374382155794,6.275695909379276,-31.935991980756246,11.366634273249566,12,14,"{2: [5.624377910336395, 36.52806927440573, 1.3], 14: [31.913221219985655, -11.448746182344248, 1.9100000000000001], 8: [-3.199291888268273, 2.6627719092132627, 1.26], 20: [1.0360696150619673, -26.604258546677006, 0.91], 12: [29.545062099844014, 6.193584000284594, 2.27], 15: [28.44068020247027, 22.97960427378318, 0.86], 33: [14.10648629738217, -33.81837627428121, 1.9100000000000001], 19: [3.597780201753645, 22.768459364682567, 1.06], 88: [3.905185472156646, -13.935564000640337, 1.22], 21: [46.99885023050331, 1.7595409091717595, 1.03], 10: [16.212781668661993, 7.436992909432637, 1.42]}","{14: [1.3207041246943758, 22.01772191010262, 0.71], 25: [-12.478376902284793, 10.510324364119311, 1.65], 9: [-11.749712557625827, 20.176069091836176, 1.43], 7: [-15.142555912444138, -9.712665818628112, 1.94], 10: [-20.49368469353342, -2.0176069091836175, 1.12], 15: [0.9677573327501893, -17.56021827353416, 1.48], 1: [34.543244088989105, -0.09384218182249385, 0.87], 21: [-26.91503923084056, -9.243454909515643, 3.75], 33: [0.40987369387066835, 6.721446273036122, 1.5], 5: [1.9241292851150822, -7.624677273077625, 1.43], 11: [-10.565632997555007, -24.809526819321807, 0.73]}",1,23.085787147385222,23.923585169480273,8.054478929243222,2.27,1,20.76316954878477,85.39502084087452,17.608642993847454,11,1.9100000000000001,0,175.27165227865842,2,0.7505266136709339,61.75955110831599
414,1,2459.808,Aston Villa,34.429390285136144,23.613039001085014,-32.19785572961806,-9.36075763679376,15,12,"{2: [15.347492759379472, 38.967966001790565, 0.65], 14: [36.23966576639826, -8.152539545829153, 0.84], 8: [-3.2220626490388655, 4.656918272941256, 1.65], 20: [2.083524610509231, -29.83008354682523, 0.53], 12: [32.19785572961806, 9.36075763679376, 2.67], 15: [34.429390285136144, 23.613039001085014, 0.55], 33: [22.406428598263204, -28.117463728564715, 1.73], 19: [5.373899541859874, 23.46054545562346, 2.8], 88: [3.449770256744792, -13.102714636965702, 1.05], 21: [47.9552221828682, 5.372464909337772, 0.38], 10: [17.03252905640333, -3.8944505456334944, 1.6099999999999999]}","{14: [-0.17078070577944515, 19.906272819096504, 0.52], 25: [-11.30568272259927, 4.563076091118763, 0.64], 9: [-14.288652383546912, 17.337343091705737, 0.63], 7: [-16.406333135212034, -16.89159272804889, 1.03], 10: [-22.04209642593372, 0.5865136363905865, 0.66], 15: [-2.1746076535916017, -24.316855364753717, 3.12], 1: [32.83543703119466, -2.522008636479522, 0.22], 21: [-25.560178964990293, -16.07047363710207, 0.76], 33: [2.277076077059269, 1.1612970000533613, 0.8300000000000001], 5: [1.252391842382598, -9.571902545894371, 0.6900000000000001], 11: [-11.738327177240532, -27.671713364907873, 0.71]}",1,10.486764923475533,29.855655279856865,26.18360941492823,0.55,1,20.501305799922953,85.4115175081016,9.438169400708631,11,2.67,0,-153.66921109438536,2,3.2124277454106336,74.34017202177277
413,1,2455.581,Aston Villa,35.98918739792175,-9.501520909527502,-32.64188556464462,-24.62184245567682,14,15,"{2: [9.905280935207818, 37.54860300172535, 0.5], 14: [35.98918739792175, -9.372487909521572, 2.75], 8: [-2.356773739756343, -5.055747545686855, 0.52], 20: [4.406142209109685, -34.72160727432272, 0.85], 12: [25.173076031890215, -0.5161320000237162, 1.12], 15: [32.664656325415216, 24.645303001132447, 0.92], 33: [28.395138680929083, -29.525096455902126, 1.09], 19: [2.379544500526936, 17.607139364445406, 1.58], 88: [5.191733455695133, -20.3989442736646, 1.13], 21: [48.14877364941824, 1.5132051818877132, 0.48], 10: [17.169153621026886, -10.005922636823405, 0.72]}","{14: [-0.6034251604207063, 25.97082381937517, 1.23], 25: [-12.262054674964162, 13.208287091516008, 2.2800000000000002], 9: [-16.668196884073847, 24.0001380011028, 1.21], 7: [-17.294392805265147, -1.6422381818936422, 1.78], 10: [-23.784059624884065, 10.70973900049211, 1.47], 15: [0.8197473877413367, -13.454622818800056, 1.4100000000000001], 1: [33.541330615083034, 0.739007181852139, 0.55], 21: [-26.391311733116925, -3.976562454728177, 3.19], 33: [0.37571755271477936, 11.39009481870519, 1.26], 5: [1.2979333639237833, 0.14076327273374076, 1.49], 11: [-8.607347571284036, -23.061716182877863, 1.1]}",1,16.70997413161927,19.222438322792804,10.529027420404272,2.75,1,9.477961468883727,88.82189732855394,21.5707500922186,11,0.92,0,-167.57547377201544,2,3.6475236757969656,70.27694002766523
412,1,2450.281,Aston Villa,45.88308295274427,1.5014749091599016,-37.09356929529549,12.598312909669799,21,14,"{2: [10.850267507187416, 35.63656854709203, 1.75], 14: [37.09356929529549, -12.598312909669799, 2.16], 8: [-3.7344047663772013, -1.7360803637161362, 1.17], 20: [8.675659853595814, -33.78318545609778, 0.72], 12: [22.04209642593372, 7.178926909420779, 1.4100000000000001], 15: [31.35533758110613, 24.0001380011028, 1.23], 33: [20.94909990894527, -28.973773637694972, 1.26], 19: [5.806543996501135, 17.83001454627383, 0.56], 88: [3.438384876359496, -17.02062572805482, 0.65], 21: [45.88308295274427, 1.5014749091599016, 0.47000000000000003], 10: [14.23172548162043, -11.92968736418453, 0.9500000000000001]}","{14: [-1.8672023831886007, 24.539730546582142, 0.7000000000000001], 25: [-10.280998487922599, 9.419409000432818, 0.49], 9: [-15.393034280920658, 21.794846728274194, 0.66], 7: [-16.668196884073847, -8.12907900037353, 1.19], 10: [-22.36088707672202, 6.451650000296452, 1.07], 15: [-1.5028702108591174, -17.607139364445406, 1.44], 1: [33.97397506972429, 0.03519081818343519, 0.5], 21: [-24.410255546075362, -8.375414727657574, 1.13], 33: [1.4345579285473393, 6.263965636651464, 0.30000000000000004], 5: [1.1385380385296344, -3.7184964547163184, 0.67], 11: [-9.9622078371343, -23.390163819256593, 0.66]}",1,6.816078576796748,6.979495258820965,11.999034944730317,0.47000000000000003,0,15.605592234245528,90.67222285326137,15.963501817425175,11,2.16,0,172.3827762526184,4,0.40327059307057295,83.71537870607575
411,1,2446.895,Aston Villa,28.417909441699678,-6.721446273036122,-49.33285320948906,-1.043994272775244,14,21,"{2: [7.742058662001514, 30.557360455949556, 2.25], 14: [28.417909441699678, -6.721446273036122, 1.54], 8: [-3.0285111824888276, -6.369538091201769, 1.17], 20: [9.108304308237075, -34.11163309247651, 0.35000000000000003], 12: [19.913030293883303, 5.196510818420596, 1.19], 15: [30.23957030334709, 17.853475091729454, 1.7000000000000002], 33: [25.8448134746227, -28.176115092203776, 1.23], 19: [7.981151650092737, 11.906226818728907, 1.29], 88: [3.89380009177135, -18.604212546309405, 0.81], 21: [49.33285320948906, 1.043994272775244, 0.87], 10: [14.174798579693947, -14.064597000646264, 0.24]}","{14: [-1.5711824931708953, 26.217159546659218, 1.12], 25: [-8.846440559375258, 12.211213909652011, 1.43], 9: [-15.484117324003028, 20.903346000960504, 1.12], 7: [-15.32472199860888, -2.6627719092132627, 2.73], 10: [-21.040182952027646, 7.096815000326097, 2.02], 15: [1.855817002803304, -13.372510909705372, 4.0], 1: [35.47684528058341, 0.5982439091183982, 1.03], 21: [-23.6702058210311, -3.4721607274322723, 1.51], 33: [2.7211059120858265, 10.827041727770228, 1.53], 5: [1.946900045885675, 0.5982439091183982, 1.33], 11: [-11.43092190683753, -17.22004036442762, 2.65]}",1,24.281252087841338,25.19438514738176,10.168895689316834,1.54,1,3.3663083200519566,102.03735568774427,25.777266405029255,11,0.87,0,175.8236073356446,2,0.5527780314792601,77.95777417330969
410,1,2440.851,Aston Villa,30.968234648006057,3.3665882728819665,-33.79180898355955,8.832895364042233,15,14,"{2: [24.888441522257807, 20.387214000936787, 4.07], 14: [33.79180898355955, -8.832895364042233, 1.13], 8: [8.983065123998815, -16.492763455303294, 5.9], 20: [15.677668790553065, -32.0001840014704, 0.85], 12: [19.3096051334626, -2.7214232728523213, 2.08], 15: [30.968234648006057, 3.3665882728819665, 0.8200000000000001], 33: [31.047932310703132, -23.824183910185624, 1.23], 19: [15.233638955526509, 5.313813545698714, 2.46], 88: [10.873038267958009, -1.3607116364261607, 2.5300000000000002], 21: [54.285493677092965, 0.4692109091124692, 0.91], 10: [22.395043217877912, -9.771317182267172, 1.98]}","{14: [-7.093091980039623, 22.404820910120407, 2.69], 25: [-9.745885609813671, 6.029360182095229, 2.76], 9: [-29.453979056761643, 28.95031309223935, 1.9100000000000001], 7: [-19.59423964309501, 0.5278622727515279, 2.73], 10: [-21.313432081274755, 9.959001545912159, 2.25], 15: [-9.06276278669589, -7.202387454876402, 2.88], 1: [38.892459396172306, -0.5982439091183982, 1.12], 21: [-28.235743355534936, -0.4457503636568457, 3.37], 33: [0.05692690192648173, 15.202433455244003, 1.85], 5: [-3.677477864450719, 1.3724419091539724, 2.63], 11: [-21.051568332412938, -20.997188182782995, 2.58]}",1,21.73092688153496,21.99015915653466,8.860769271958063,0.8200000000000001,1,18.907352545981468,86.94083057350068,10.814949459108206,10,1.13,0,175.1751782473229,3,0.7711094047521091,64.9903359306378
409,1,2439.373,Aston Villa,20.254591705442195,-3.824068909266624,-32.7101978469564,-1.9237647273611238,12,15,"{2: [27.905567324361343, 14.275741909746875, 3.31], 14: [33.689340560091885, -12.293325818746693, 2.52], 8: [14.561901512794023, -23.33151245561753, 4.19], 20: [16.5088015586797, -32.93860581969534, 0.58], 12: [20.254591705442195, -3.824068909266624, 0.24], 15: [32.7101978469564, 1.9237647273611238, 2.37], 33: [32.482490239250474, -23.695150910179695, 1.1], 19: [15.552429606314806, 1.1495667273255497, 2.08], 88: [12.39867923958772, -4.480964182024081, 1.98], 21: [55.41264633523731, -0.8445796364024446, 0.75], 10: [24.102850275672363, -14.052866727918452, 3.11]}","{14: [-10.24684234676671, 25.06759281933367, 1.9], 25: [-9.996363978290189, 11.284522364154883, 2.25], 9: [-30.786068561841315, 31.47232172871887, 1.4100000000000001], 7: [-20.231820944671604, 3.2727460910594726, 1.1400000000000001], 10: [-21.154036755880604, 15.003018818871203, 3.39], 15: [-4.497225252192056, -4.363661454745963, 2.9699999999999998], 1: [39.62112374083127, -0.09384218182249385, 0.68], 21: [-26.698717003519928, 6.709716000308309, 3.89], 33: [-0.15939532539414883, 18.885739091776887, 1.9500000000000002], 5: [-5.385284922245171, 6.451650000296452, 2.69], 11: [-22.964312237142728, -24.363776455664965, 0.88]}",1,30.27573501529392,32.66915386252977,19.722503758800247,0.24,1,19.988963682584618,85.43102211626596,10.52021346770317,10,2.37,0,177.94518722544296,1,1.4267358658666027,52.99886874560285
408,1,2434.858,Aston Villa,29.920779652558792,-24.07051963746967,-19.821947250800935,20.80950381913801,10,88,"{2: [38.34596113767809, 7.448723182160449, 1.82], 14: [39.21125004696061, -22.733268546499133, 1.38], 8: [27.791713520508377, -35.02659436524583, 2.9], 20: [26.858112328914075, -36.3990362743998, 4.38], 12: [30.501434052208904, -15.683374637084283, 1.22], 15: [41.4086284613228, -2.5806600001185807, 1.37], 33: [38.38011727883398, -31.296367637801698, 1.43], 19: [20.27736246621279, -5.595340091166195, 1.53], 88: [19.821947250800935, -20.80950381913801, 4.79], 21: [55.70866622525501, -2.4047059092014047, 1.25], 10: [29.920779652558792, -24.07051963746967, 1.9300000000000002]}","{14: [-22.91877071560154, 31.24944654689045, 3.59], 25: [-23.818215766039955, 22.733268546499133, 4.98], 9: [-35.670396747133445, 33.1028296378847, 1.56], 7: [-28.338211779002602, 13.712688818811912, 3.44], 10: [-29.852467370247012, 24.915099273872112, 4.54], 15: [-13.150114345017279, 3.706766181988507, 1.94], 1: [36.21689500562767, 1.7478106364439479, 0.24], 21: [-31.82213817690328, 19.659937091812463, 2.11], 33: [-14.937619065508803, 28.14092427402034, 2.36], 5: [-2.3226175986004542, 13.48981363698349, 0.11], 11: [-30.023248076026462, -16.199506637108, 1.51]}",0,10.029284287090878,33.13977363458365,26.57493643777975,1.9300000000000002,1,13.290300105422538,75.44764189773534,4.435203802772709,4,4.79,0,137.94186653688823,0,1.2487084266595854,66.99668189729908
